    contract_key,contract_id,installer_key,customer_key,status,financing_option,country,region,term_months,interest_rate,principal_amount,origination_date
2490,CON-002490,9,1068,Active,Standard Loan,Germany,Berlin,180,4.06,39453.73,17-09-2024
2491,CON-002491,9,1724,Active,Standard Loan,Germany,Berlin,180,7.99,12659.16,05-01-2023
2492,CON-002492,24,822,Active,Standard Loan,Germany,Bavaria,120,3.77,18584.66,11-08-2023
2493,CON-002493,30,173,Active,Lease,Austria,Vienna,84,6.24,13375.85,20-05-2024
2494,CON-002494,29,946,In Arrears,Lease,Germany,Hesse,240,8.4,14194.21,24-12-2022
2495,CON-002495,46,1524,Active,Standard Loan,Netherlands,North Holland,120,6.02,19989.63,04-11-2024
2496,CON-002496,21,1388,In Arrears,Standard Loan,Germany,Lower Saxony,180,7.61,31929.1,09-09-2024
2497,CON-002497,37,713,Active,Standard Loan,Netherlands,North Holland,84,5.81,24762.8,27-05-2024
2498,CON-002498,26,185,Active,Standard Loan,Germany,Berlin,60,3.52,33784.48,02-08-2023
2499,CON-002499,24,1265,Active,Subscription,Germany,Bavaria,60,8.02,27016.12,25-04-2024
2500,CON-002500,9,1653,Active,Standard Loan,Germany,Berlin,120,7.48,13044.24,05-01-2024
2501,CON-002501,37,1841,Active,Lease,Netherlands,North Holland,120,5.69,8048.46,02-07-2024
2502,CON-002502,47,1537,Completed,Standard Loan,Germany,Baden-Württemberg,180,5.49,27066.51,23-02-2024
2503,CON-002503,43,1848,Completed,Lease,Netherlands,North Brabant,120,5.86,40187.97,03-04-2023
2504,CON-002504,8,1370,In Arrears,Standard Loan,Germany,Berlin,180,7.9,36155.87,15-02-2023
2505,CON-002505,36,1865,Completed,Standard Loan,Austria,Styria,180,4.85,39022.83,07-06-2024
2506,CON-002506,33,1731,Active,Lease,Germany,Lower Saxony,180,6.28,27325.08,30-08-2024
2507,CON-002507,25,779,Defaulted,Standard Loan,Germany,Hesse,180,5.5,40272.24,29-04-2024
2508,CON-002508,24,1465,In Arrears,Lease,Germany,Bavaria,120,4.93,18544.31,03-04-2023
2509,CON-002509,38,1920,Active,Standard Loan,Netherlands,North Holland,180,6.74,18865.82,24-11-2023
2510,CON-002510,49,1558,Defaulted,Standard Loan,Germany,Hesse,120,3.5,33022.57,11-09-2024
2511,CON-002511,38,1563,Active,Standard Loan,Netherlands,North Holland,60,3.74,20876.58,14-02-2023
2512,CON-002512,36,1457,Active,Lease,Austria,Styria,180,6.59,9212.57,25-03-2024
2513,CON-002513,35,1937,Active,Lease,Germany,Lower Saxony,240,7.45,25514.73,26-05-2024
2514,CON-002514,36,1156,Active,Lease,Austria,Styria,180,7.84,23623.66,17-05-2024
2515,CON-002515,24,159,Active,Lease,Germany,Bavaria,120,5.42,33093.45,27-07-2023
2516,CON-002516,9,428,Active,PPA,Germany,Berlin,120,5.25,34595.55,11-01-2024
2517,CON-002517,36,405,Completed,PPA,Austria,Styria,84,8.19,44382.06,04-03-2024
2518,CON-002518,42,1873,Active,Lease,Germany,North Rhine-Westphalia,180,7.36,33408.9,19-05-2023
2519,CON-002519,39,653,Cancelled,PPA,Germany,Berlin,240,7.69,19848.53,15-08-2024
2520,CON-002520,16,145,Active,Standard Loan,Germany,Berlin,120,4.99,34772.73,10-09-2024
2521,CON-002521,34,1199,Active,Lease,Germany,Baden-Württemberg,240,7.48,26622.68,01-10-2022
2522,CON-002522,24,1422,Active,Standard Loan,Germany,Bavaria,120,6.39,24159,05-03-2023
2523,CON-002523,9,219,Cancelled,Lease,Germany,Berlin,84,8.01,11349.58,20-07-2024
2524,CON-002524,42,1091,Active,Lease,Germany,North Rhine-Westphalia,120,6.89,41191.5,09-10-2023
2525,CON-002525,33,973,Active,PPA,Germany,Lower Saxony,84,7.63,23245.85,27-04-2023
2526,CON-002526,24,494,Defaulted,Standard Loan,Germany,Bavaria,180,7.76,8307.62,14-11-2023
2527,CON-002527,43,1853,Active,Standard Loan,Netherlands,North Brabant,180,8.24,32519.82,01-03-2023
2528,CON-002528,18,571,Active,PPA,Germany,Bavaria,180,6.09,40721.72,27-12-2022
2529,CON-002529,44,743,Active,Lease,Germany,Hesse,240,7.77,37761.52,04-11-2022
2530,CON-002530,30,1555,Active,Standard Loan,Austria,Vienna,60,4.37,17172.54,03-04-2023
2531,CON-002531,37,573,Active,Standard Loan,Netherlands,North Holland,240,7.9,10982.35,09-10-2024
2532,CON-002532,27,1039,Active,PPA,Austria,Upper Austria,120,7.5,30995.31,23-09-2024
2533,CON-002533,43,1749,Active,Standard Loan,Netherlands,North Brabant,120,6.59,29818.17,09-08-2023
2534,CON-002534,25,413,Active,Subscription,Germany,Hesse,120,7.92,36064.19,24-01-2023
2535,CON-002535,47,701,Defaulted,Standard Loan,Germany,Baden-Württemberg,240,8.42,23390.11,09-09-2024
2536,CON-002536,18,1858,Active,Standard Loan,Germany,Bavaria,180,5.16,44668.71,15-01-2023
2537,CON-002537,45,1196,Completed,Standard Loan,Germany,North Rhine-Westphalia,84,7.7,39135.1,30-07-2022
2538,CON-002538,13,209,Active,Lease,Germany,North Rhine-Westphalia,120,8.11,10586.5,20-02-2024
2539,CON-002539,21,1185,Active,Standard Loan,Germany,Lower Saxony,180,3.81,42850.05,10-06-2024
2540,CON-002540,13,1352,Active,Standard Loan,Germany,North Rhine-Westphalia,240,4.01,9299.56,17-01-2024
2541,CON-002541,47,1273,Completed,Subscription,Germany,Baden-Württemberg,84,5.7,32981.93,18-03-2023
2542,CON-002542,37,771,Defaulted,Standard Loan,Netherlands,North Holland,120,6.68,13992.19,20-08-2023
2543,CON-002543,10,1900,Active,PPA,Germany,Lower Saxony,84,6.63,15759.16,07-11-2024
2544,CON-002544,30,1436,Defaulted,Standard Loan,Austria,Vienna,180,8.03,23399.27,18-04-2024
2545,CON-002545,44,506,Completed,Standard Loan,Germany,Hesse,120,5.27,20065.83,28-07-2023
2546,CON-002546,47,1126,Cancelled,Subscription,Germany,Baden-Württemberg,180,4.38,13161.86,09-08-2024
2547,CON-002547,29,1500,In Arrears,Standard Loan,Germany,Hesse,120,8.06,19695.66,14-02-2024
2548,CON-002548,32,209,Active,Lease,Germany,Lower Saxony,180,4.38,26555.56,09-09-2023
2549,CON-002549,15,42,Completed,Standard Loan,Germany,Berlin,84,4.71,32784.41,27-11-2023
2550,CON-002550,34,1034,Cancelled,Standard Loan,Germany,Baden-Württemberg,120,7.46,35921.52,10-09-2024
2551,CON-002551,23,291,Active,Standard Loan,Germany,North Rhine-Westphalia,240,4.13,24373.02,24-05-2024
2552,CON-002552,23,124,Active,Standard Loan,Germany,North Rhine-Westphalia,84,4.22,25122.43,14-02-2024
2553,CON-002553,1,923,In Arrears,Subscription,Germany,Bavaria,120,4.63,17939.59,12-10-2023
2554,CON-002554,1,782,Defaulted,PPA,Germany,Bavaria,84,4.61,31595.89,06-12-2023
2555,CON-002555,49,1836,In Arrears,Standard Loan,Germany,Hesse,84,7.95,14418.92,20-09-2023
2556,CON-002556,42,1961,Active,Standard Loan,Germany,North Rhine-Westphalia,180,7.34,10069.58,03-09-2023
2557,CON-002557,19,219,Active,Lease,Germany,Hesse,60,4.13,25104.44,24-01-2023
2558,CON-002558,42,542,Active,PPA,Germany,North Rhine-Westphalia,240,5.06,14039.03,09-11-2024
2559,CON-002559,49,1085,Completed,Lease,Germany,Hesse,120,5.55,30334.35,27-04-2023
2560,CON-002560,49,1087,Active,Standard Loan,Germany,Hesse,240,5.79,9431.07,15-11-2024
2561,CON-002561,49,1159,Completed,Standard Loan,Germany,Hesse,120,6.42,31592.38,26-07-2022
2562,CON-002562,35,1846,Active,Standard Loan,Germany,Lower Saxony,180,8.43,20700.98,22-06-2024
2563,CON-002563,49,1110,Active,Standard Loan,Germany,Hesse,120,6.86,26480.06,21-11-2024
2564,CON-002564,10,1635,Active,Subscription,Germany,Lower Saxony,84,6.22,20220.9,11-07-2024
2565,CON-002565,23,1956,Cancelled,Lease,Germany,North Rhine-Westphalia,180,4.7,30753.52,11-05-2024
2566,CON-002566,33,1365,Active,Lease,Germany,Lower Saxony,120,3.66,23265.48,21-07-2023
2567,CON-002567,11,1138,Active,Standard Loan,Germany,Baden-Württemberg,84,8.28,29309.06,04-03-2023
2568,CON-002568,37,106,Active,Lease,Netherlands,North Holland,180,5.38,28139.16,13-09-2023
2569,CON-002569,18,614,Active,Standard Loan,Germany,Bavaria,240,3.69,32925.37,13-09-2024
2570,CON-002570,24,798,Active,Lease,Germany,Bavaria,120,5.79,12784.12,27-08-2023
2571,CON-002571,24,127,Cancelled,Lease,Germany,Bavaria,120,5.66,30976.81,02-03-2024
2572,CON-002572,16,382,Defaulted,Standard Loan,Germany,Berlin,120,6.56,21721.58,28-05-2023
2573,CON-002573,36,634,In Arrears,Standard Loan,Austria,Styria,84,7.05,11070.22,14-06-2024
2574,CON-002574,45,1432,Active,Standard Loan,Germany,North Rhine-Westphalia,120,6.62,42856.21,17-09-2022
2575,CON-002575,43,797,Active,Subscription,Netherlands,North Brabant,180,3.81,24765.85,05-08-2022
2576,CON-002576,9,1370,Active,Standard Loan,Germany,Berlin,180,3.98,10482.74,31-12-2023
2577,CON-002577,16,791,Completed,Standard Loan,Germany,Berlin,120,4.98,13510.7,30-10-2023
2578,CON-002578,42,212,Active,Lease,Germany,North Rhine-Westphalia,120,6.61,17696.85,15-01-2024
2579,CON-002579,41,475,Active,Standard Loan,Germany,Lower Saxony,84,7.14,33278.47,26-12-2022
2580,CON-002580,9,254,In Arrears,Standard Loan,Germany,Berlin,60,7.01,29561.73,11-09-2023
2581,CON-002581,15,1514,Active,Lease,Germany,Berlin,120,3.95,37497.03,17-01-2023
2582,CON-002582,3,121,Defaulted,Standard Loan,Germany,North Rhine-Westphalia,120,6.36,29570.8,16-01-2023
2583,CON-002583,42,771,Active,Standard Loan,Germany,North Rhine-Westphalia,60,7.5,32250.09,24-12-2022
2584,CON-002584,6,1349,Active,Subscription,Netherlands,South Holland,240,7.41,15546.02,24-05-2023
2585,CON-002585,49,1947,Active,Standard Loan,Germany,Hesse,180,5.86,15478.76,13-10-2023
2586,CON-002586,10,1833,Completed,Standard Loan,Germany,Lower Saxony,120,4.43,16851.02,15-02-2024
2587,CON-002587,7,904,In Arrears,Standard Loan,Germany,Bavaria,180,7.91,34186.73,19-04-2023
2588,CON-002588,15,662,Active,Lease,Germany,Berlin,60,6.59,43179.16,21-07-2024
2589,CON-002589,29,827,Active,PPA,Germany,Hesse,180,5.01,21337.15,21-12-2023
2590,CON-002590,6,1878,Active,Standard Loan,Netherlands,South Holland,60,4.27,32815.94,20-10-2024
2591,CON-002591,30,1615,Completed,Standard Loan,Austria,Vienna,60,8.3,16639.67,01-10-2022
2592,CON-002592,4,1177,Completed,Standard Loan,Germany,Hesse,180,8.45,41717.49,14-09-2024
2593,CON-002593,30,1952,Active,Standard Loan,Austria,Vienna,84,6.03,36220.96,27-11-2023
2594,CON-002594,44,1579,Active,PPA,Germany,Hesse,84,4.29,36247.37,21-06-2024
2595,CON-002595,33,397,Active,Standard Loan,Germany,Lower Saxony,60,7.97,25565.72,26-06-2024
2596,CON-002596,37,897,Active,PPA,Netherlands,North Holland,120,7.8,24991.52,16-11-2023
2597,CON-002597,40,1441,Active,Lease,Germany,Bavaria,60,4.48,26406.14,12-12-2023
2598,CON-002598,6,55,In Arrears,Subscription,Netherlands,South Holland,120,7.94,35936.6,21-04-2023
2599,CON-002599,40,43,Completed,Standard Loan,Germany,Bavaria,180,4.53,23707.45,27-11-2023
2600,CON-002600,18,1658,Active,Lease,Germany,Bavaria,240,7.81,43810.38,29-08-2023
2601,CON-002601,43,1591,Active,Standard Loan,Netherlands,North Brabant,84,6.95,10192.81,04-05-2024
2602,CON-002602,42,308,In Arrears,Standard Loan,Germany,North Rhine-Westphalia,120,8.07,18150.89,24-11-2023
2603,CON-002603,13,871,Defaulted,PPA,Germany,North Rhine-Westphalia,180,7.5,23030.17,06-10-2023
2604,CON-002604,16,725,Active,Standard Loan,Germany,Berlin,180,6.26,31052.9,20-12-2023
2605,CON-002605,18,705,Cancelled,PPA,Germany,Bavaria,120,4.43,27410.16,19-11-2024
2606,CON-002606,8,1252,In Arrears,PPA,Germany,Berlin,180,5.28,44960.64,15-07-2023
2607,CON-002607,45,1705,Completed,PPA,Germany,North Rhine-Westphalia,60,4.57,19500.12,10-09-2024
2608,CON-002608,12,1568,Active,Standard Loan,Germany,Berlin,120,5.95,22666.03,16-12-2023
2609,CON-002609,13,969,Active,PPA,Germany,North Rhine-Westphalia,180,5.56,24242.1,19-11-2023
2610,CON-002610,14,556,Active,Standard Loan,Germany,Baden-Württemberg,240,4.83,22537.11,09-07-2023
2611,CON-002611,12,893,Active,Standard Loan,Germany,Berlin,180,6.38,25789.08,06-05-2024
2612,CON-002612,28,124,In Arrears,Standard Loan,Germany,Lower Saxony,84,7.38,17363.27,08-09-2022
2613,CON-002613,30,1573,Active,Standard Loan,Austria,Vienna,84,5.4,10532.35,01-03-2024
2614,CON-002614,6,713,Active,Standard Loan,Netherlands,South Holland,180,7.89,10816.74,27-03-2023
2615,CON-002615,39,190,Cancelled,Standard Loan,Germany,Berlin,120,7.05,17975.7,28-05-2023
2616,CON-002616,21,1647,Completed,Standard Loan,Germany,Lower Saxony,120,4.78,39423.86,21-08-2024
2617,CON-002617,24,917,Active,Subscription,Germany,Bavaria,84,7.89,33036.37,05-03-2023
2618,CON-002618,43,1894,In Arrears,Standard Loan,Netherlands,North Brabant,180,3.64,16542.09,06-05-2023
2619,CON-002619,33,962,Active,Lease,Germany,Lower Saxony,84,7.38,43389.06,28-06-2023
2620,CON-002620,46,1460,Defaulted,Standard Loan,Netherlands,North Holland,60,7.79,43738.5,22-10-2024
2621,CON-002621,42,1095,Active,Lease,Germany,North Rhine-Westphalia,180,7.87,42865.14,21-04-2023
2622,CON-002622,24,1886,Active,Subscription,Germany,Bavaria,84,3.65,34497.03,27-09-2024
2623,CON-002623,20,1739,Completed,Subscription,Austria,Styria,84,7.52,37256.67,21-10-2022
2624,CON-002624,13,103,Completed,Standard Loan,Germany,North Rhine-Westphalia,120,4.86,40249.39,02-12-2024
2625,CON-002625,36,228,Active,Standard Loan,Austria,Styria,240,5.15,32448.36,04-08-2024
2626,CON-002626,10,1827,Active,Standard Loan,Germany,Lower Saxony,120,7.24,23826.63,23-04-2023
2627,CON-002627,6,1335,Active,Standard Loan,Netherlands,South Holland,180,6.99,21087.95,25-06-2024
2628,CON-002628,1,244,Completed,Lease,Germany,Bavaria,240,7.21,44853.81,03-08-2023
2629,CON-002629,24,465,Active,Standard Loan,Germany,Bavaria,120,7.42,33793.35,23-05-2024
2630,CON-002630,17,1925,Active,Standard Loan,Germany,North Rhine-Westphalia,180,6.25,38462.55,30-04-2023
2631,CON-002631,6,1612,In Arrears,Standard Loan,Netherlands,South Holland,60,5.72,25209.56,12-04-2023
2632,CON-002632,36,1264,Active,PPA,Austria,Styria,180,5.74,43225.43,19-10-2024
2633,CON-002633,44,99,Completed,Standard Loan,Germany,Hesse,120,4.91,33857.48,13-01-2024
2634,CON-002634,37,813,In Arrears,PPA,Netherlands,North Holland,120,5.25,13540.81,18-02-2024
2635,CON-002635,30,650,Active,Standard Loan,Austria,Vienna,84,6.17,25459.26,11-07-2023
2636,CON-002636,50,204,Active,Subscription,Austria,Styria,60,4.19,40754.63,18-01-2023
2637,CON-002637,25,651,Completed,PPA,Germany,Hesse,120,4.15,34964.11,05-02-2023
2638,CON-002638,49,1454,Cancelled,Standard Loan,Germany,Hesse,180,7.45,18271.02,07-04-2024
2639,CON-002639,31,1268,Active,Standard Loan,Germany,Berlin,84,5,22849.16,03-01-2024
2640,CON-002640,6,1570,Completed,Standard Loan,Netherlands,South Holland,84,7.29,24926.63,24-07-2024
2641,CON-002641,41,235,Active,Lease,Germany,Lower Saxony,84,7.16,36475.86,13-03-2024
2642,CON-002642,36,890,Active,Standard Loan,Austria,Styria,84,5.99,34699.64,26-11-2024
2643,CON-002643,36,702,Active,Standard Loan,Austria,Styria,120,3.78,28731.75,08-08-2024
2644,CON-002644,9,410,Active,Standard Loan,Germany,Berlin,60,6.75,36523.1,02-05-2023
2645,CON-002645,9,532,Active,Standard Loan,Germany,Berlin,60,5.55,23017.05,14-07-2024
2646,CON-002646,46,1345,Active,Standard Loan,Netherlands,North Holland,240,7.64,31923.73,30-05-2024
2647,CON-002647,40,785,Active,Lease,Germany,Bavaria,240,7.34,8043.06,20-03-2023
2648,CON-002648,39,1024,Cancelled,Standard Loan,Germany,Berlin,180,7.71,8783.47,05-08-2024
2649,CON-002649,29,1522,Active,PPA,Germany,Hesse,120,7.17,42004.81,04-09-2024
2650,CON-002650,31,61,Active,PPA,Germany,Berlin,180,7.47,34133.14,27-03-2024
2651,CON-002651,28,107,Active,Standard Loan,Germany,Lower Saxony,120,6.86,33587.89,27-02-2023
2652,CON-002652,21,935,Active,Standard Loan,Germany,Lower Saxony,120,7.76,37542.4,05-09-2024
2653,CON-002653,18,608,Active,Lease,Germany,Bavaria,120,5.48,33048.32,26-11-2022
2654,CON-002654,9,176,Completed,PPA,Germany,Berlin,120,5.88,20950.92,15-07-2024
2655,CON-002655,11,998,Active,Lease,Germany,Baden-Württemberg,180,3.81,24186.14,30-05-2023
2656,CON-002656,49,547,Active,Standard Loan,Germany,Hesse,180,5.44,43225.3,22-09-2022
2657,CON-002657,47,358,Active,Subscription,Germany,Baden-Württemberg,84,6.56,34482.65,08-09-2023
2658,CON-002658,40,123,Active,Standard Loan,Germany,Bavaria,180,4.64,11202.03,14-12-2022
2659,CON-002659,24,376,Active,Lease,Germany,Bavaria,84,5.21,28645.26,17-02-2024
2660,CON-002660,33,452,Active,Subscription,Germany,Lower Saxony,180,7.9,22779.3,09-02-2024
2661,CON-002661,11,437,Cancelled,Lease,Germany,Baden-Württemberg,84,4.79,13529.6,08-09-2023
2662,CON-002662,9,1113,Completed,Standard Loan,Germany,Berlin,84,4.2,37101.36,08-05-2024
2663,CON-002663,36,485,Active,PPA,Austria,Styria,84,3.68,37966.78,20-09-2024
2664,CON-002664,38,1639,Active,PPA,Netherlands,North Holland,60,6.96,19551.18,11-10-2022
2665,CON-002665,11,237,Active,Lease,Germany,Baden-Württemberg,84,4.67,36181.54,15-10-2023
2666,CON-002666,30,206,Active,Lease,Austria,Vienna,120,5.34,31480.84,05-10-2022
2667,CON-002667,45,164,Active,Lease,Germany,North Rhine-Westphalia,120,4.6,11738.02,15-07-2022
2668,CON-002668,35,380,Active,PPA,Germany,Lower Saxony,120,5.6,32372.83,12-09-2023
2669,CON-002669,36,1667,Completed,Standard Loan,Austria,Styria,180,5.28,19190.71,05-06-2024
2670,CON-002670,21,580,Active,Standard Loan,Germany,Lower Saxony,180,5.82,32742.54,11-11-2024
2671,CON-002671,11,1033,Active,Lease,Germany,Baden-Württemberg,84,8.35,43826.78,20-04-2024
2672,CON-002672,34,190,Active,Lease,Germany,Baden-Württemberg,84,8.46,15895.23,07-11-2024
2673,CON-002673,34,337,Active,Standard Loan,Germany,Baden-Württemberg,240,6.86,39912.81,19-09-2024
2674,CON-002674,12,100,In Arrears,PPA,Germany,Berlin,120,6.41,32945.13,22-10-2024
2675,CON-002675,41,883,Active,Subscription,Germany,Lower Saxony,60,5.16,22656.54,11-11-2024
2676,CON-002676,36,1029,In Arrears,Standard Loan,Austria,Styria,180,5.52,24936.48,06-11-2024
2677,CON-002677,25,684,Active,Standard Loan,Germany,Hesse,120,6.89,23856.8,18-06-2024
2678,CON-002678,38,391,Active,Standard Loan,Netherlands,North Holland,84,4.23,25379,26-07-2023
2679,CON-002679,19,1890,Active,Lease,Germany,Hesse,240,5.71,15618.23,17-02-2023
2680,CON-002680,14,1411,Active,Lease,Germany,Baden-Württemberg,120,4.51,28826.64,05-11-2023
2681,CON-002681,22,408,Active,Lease,Germany,Bavaria,180,4.49,25387.42,24-02-2024
2682,CON-002682,6,688,Active,Subscription,Netherlands,South Holland,240,5.4,21913.6,16-06-2024
2683,CON-002683,19,39,Active,Lease,Germany,Hesse,120,7.1,38592.7,05-09-2024
2684,CON-002684,14,1420,Active,Standard Loan,Germany,Baden-Württemberg,60,6.84,8188.27,02-12-2024
2685,CON-002685,33,1338,Active,Standard Loan,Germany,Lower Saxony,120,7.1,34908.51,23-07-2024
2686,CON-002686,43,1426,Active,Lease,Netherlands,North Brabant,120,7.28,36621.33,22-01-2023
2687,CON-002687,36,1722,In Arrears,PPA,Austria,Styria,120,5.32,42759.47,18-08-2024
2688,CON-002688,42,826,Active,Subscription,Germany,North Rhine-Westphalia,120,5.98,41982.91,03-05-2022
2689,CON-002689,37,290,Active,Standard Loan,Netherlands,North Holland,60,5.25,26161.17,30-09-2023
2690,CON-002690,31,351,Active,PPA,Germany,Berlin,180,6.94,43835.62,22-03-2024
2691,CON-002691,45,1428,Cancelled,Standard Loan,Germany,North Rhine-Westphalia,180,7.06,12838.41,15-09-2024
2692,CON-002692,18,1183,Active,Standard Loan,Germany,Bavaria,120,5.71,37557.36,10-10-2022
2693,CON-002693,6,157,Active,Lease,Netherlands,South Holland,120,8.38,18117.24,29-08-2024
2694,CON-002694,21,194,Active,Standard Loan,Germany,Lower Saxony,120,5.48,35635.54,28-05-2024
2695,CON-002695,28,748,Active,Standard Loan,Germany,Lower Saxony,180,5.45,22551.41,21-01-2024
2696,CON-002696,12,1921,Active,Standard Loan,Germany,Berlin,120,6.14,30009.99,11-01-2024
2697,CON-002697,42,735,In Arrears,Lease,Germany,North Rhine-Westphalia,60,4.68,24719.32,13-05-2023
2698,CON-002698,12,915,Completed,Standard Loan,Germany,Berlin,180,5.41,8025.6,21-07-2024
2699,CON-002699,21,1221,Active,Standard Loan,Germany,Lower Saxony,120,8.07,12533.45,01-10-2024
2700,CON-002700,10,490,Active,Subscription,Germany,Lower Saxony,240,4.69,29258.46,19-09-2022
2701,CON-002701,30,1421,Active,PPA,Austria,Vienna,180,7.01,31623.52,31-07-2023
2702,CON-002702,16,1802,Active,Lease,Germany,Berlin,84,4.58,12847.82,20-02-2024
2703,CON-002703,36,1998,Completed,Standard Loan,Austria,Styria,120,5.08,8011.98,22-03-2024
2704,CON-002704,18,1011,Active,PPA,Germany,Bavaria,180,3.56,44686.17,26-01-2023
2705,CON-002705,42,1696,In Arrears,Subscription,Germany,North Rhine-Westphalia,240,3.96,21866.95,15-07-2022
2706,CON-002706,42,1018,Completed,Standard Loan,Germany,North Rhine-Westphalia,120,6.39,15018.63,23-12-2023
2707,CON-002707,44,635,Cancelled,Standard Loan,Germany,Hesse,60,7.56,37990.7,23-01-2024
2708,CON-002708,23,422,Cancelled,Lease,Germany,North Rhine-Westphalia,60,3.54,8424.32,21-07-2024
2709,CON-002709,11,995,In Arrears,Standard Loan,Germany,Baden-Württemberg,240,8.27,39356.49,08-08-2024
2710,CON-002710,47,1904,Active,PPA,Germany,Baden-Württemberg,120,4.27,29866.69,28-09-2024
2711,CON-002711,15,712,Completed,Standard Loan,Germany,Berlin,60,7.86,39805.38,13-05-2023
2712,CON-002712,4,881,Active,Standard Loan,Germany,Hesse,120,6.88,42618.45,23-04-2023
2713,CON-002713,30,723,Active,Lease,Austria,Vienna,120,6.2,22380.41,06-03-2024
2714,CON-002714,45,1195,Cancelled,Subscription,Germany,North Rhine-Westphalia,180,7.2,34670.15,31-08-2023
